voxel_id,subj_id,ncsnr,EVC,early,ventral,midventral,lateral,midlateral,parietal,midparietal,V1v,V1d,V2v,V2d,V3v,V3d,hV4
S1-49-14-45,1,0.6492734551429749,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-14-46,1,0.6161234378814697,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-14-48,1,0.5527417659759521,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-49-14-49,1,0.5339339971542358,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-49-14-50,1,0.562375009059906,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-49-14-51,1,0.516335666179657,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-49-15-34,1,0.6491634845733643,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-15-35,1,0.32435888051986694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-15-36,1,0.19359344244003296,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-15-41,1,0.5006377696990967,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-42,1,0.8682417869567871,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-43,1,0.7493743896484375,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-44,1,0.5452849268913269,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-45,1,0.6346728801727295,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-46,1,0.7164711356163025,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-47,1,0.7285576462745667,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-15-48,1,0.7195318937301636,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-33,1,0.2331588864326477,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-16-34,1,0.4731178879737854,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-16-35,1,0.29444852471351624,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-16-42,1,0.2396899163722992,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-43,1,0.26916515827178955,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-44,1,0.35440340638160706,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-45,1,0.49696850776672363,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-46,1,0.5107772350311279,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-47,1,0.7412833571434021,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-48,1,0.8078070878982544,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-16-49,1,0.4752010405063629,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-17-33,1,0.2567024528980255,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-17-34,1,0.36014261841773987,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-17-36,1,0.15920647978782654,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-17-37,1,0.18417847156524658,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-17-38,1,0.2534574568271637,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-17-39,1,0.37504857778549194,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-17-40,1,0.31079089641571045,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-17-46,1,0.19633294641971588,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-17-47,1,0.23576122522354126,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-17-48,1,0.2904459238052368,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-49-18-33,1,0.20589318871498108,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-18-34,1,0.5257529020309448,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-18-35,1,0.25459009408950806,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-18-36,1,0.2522905468940735,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-18-37,1,0.20981431007385254,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-18-38,1,0.28191709518432617,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-18-39,1,0.3527493178844452,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-18-40,1,0.24100624024868011,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-19-34,1,0.7859323620796204,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-19-35,1,0.3435441851615906,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-19-36,1,0.19573670625686646,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-19-37,1,0.19382861256599426,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-19-38,1,0.22866486012935638,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-19-39,1,0.1788095384836197,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-19-40,1,0.12607577443122864,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-49-20-34,1,0.38503456115722656,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-20-35,1,0.11268218606710434,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-20-36,1,0.03343741595745087,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-20-37,1,0.08637329936027527,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-49-20-38,1,0.07984275370836258,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-6-43,1,0.5295106172561646,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-6-44,1,0.4784577488899231,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-6-47,1,0.4721807539463043,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-6-48,1,0.29706627130508423,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-7-38,1,0.2990269064903259,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-7-39,1,0.4931770861148834,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-7-40,1,0.6553965210914612,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-7-41,1,0.4974431097507477,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-7-42,1,0.4624801576137543,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-7-43,1,0.5531066060066223,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-7-44,1,0.5032927393913269,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-7-45,1,0.5522125363349915,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-7-46,1,0.6141871809959412,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-7-47,1,0.5963470935821533,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-7-48,1,0.5875905156135559,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-7-49,1,0.40886539220809937,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-8-36,1,0.19198574125766754,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-37,1,0.2306644469499588,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-38,1,0.3454244136810303,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-39,1,0.5825181603431702,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-40,1,0.29014500975608826,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-41,1,0.30234265327453613,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-42,1,0.4420921802520752,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-8-43,1,0.5767521262168884,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-8-44,1,0.4807368218898773,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-8-45,1,0.2628227472305298,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-8-46,1,0.27892404794692993,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-8-48,1,0.41528406739234924,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-8-49,1,0.5916510224342346,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-8-50,1,0.6463580131530762,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-8-51,1,0.5791517496109009,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-8-52,1,0.20344458520412445,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-35,1,0.11651484668254852,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-36,1,0.36303555965423584,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-37,1,0.3634985387325287,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-38,1,0.44016388058662415,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-39,1,0.5601794123649597,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-40,1,0.57731693983078,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-41,1,0.1978491097688675,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-9-42,1,0.3340547978878021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-9-43,1,0.5888922810554504,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-9-44,1,0.6698673963546753,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-9-46,1,0.3450048565864563,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-47,1,0.6752524375915527,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-48,1,0.6675386428833008,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-49,1,0.7049261927604675,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-50,1,0.6489867568016052,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-51,1,0.6132841110229492,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-52,1,0.44805800914764404,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-9-53,1,0.23471949994564056,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-35,1,0.1017635390162468,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-10-36,1,0.3626558482646942,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-10-37,1,0.5896037817001343,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-10-38,1,0.5322626233100891,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-10-40,1,0.7952185273170471,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-10-41,1,1.0202791690826416,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-10-43,1,0.5816052556037903,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-10-44,1,0.7409618496894836,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-10-46,1,0.5995203256607056,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-47,1,0.7695313692092896,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-48,1,0.603401780128479,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-49,1,0.36624687910079956,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-50,1,0.32412561774253845,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-51,1,0.3338463008403778,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-52,1,0.46192511916160583,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-10-53,1,0.13563422858715057,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-11-36,1,0.3091772794723511,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-11-37,1,0.4759292006492615,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-11-38,1,0.4687138795852661,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-11-39,1,0.5513176321983337,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-11-40,1,0.9865023493766785,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-11-41,1,1.1093032360076904,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-11-43,1,0.5926124453544617,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-11-44,1,0.8214918375015259,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-11-45,1,0.48679816722869873,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-11-46,1,0.31344717741012573,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-11-47,1,0.4186502993106842,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-11-48,1,0.2934567630290985,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-11-50,1,0.21605360507965088,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-11-51,1,0.6172477006912231,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-11-52,1,0.6170752048492432,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-12-36,1,0.23566797375679016,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-12-37,1,0.5089238286018372,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-12-38,1,0.606805145740509,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-12-39,1,0.6381965279579163,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-12-40,1,0.8888798356056213,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-12-41,1,0.9496532678604126,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-12-43,1,0.5357881784439087,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-50-12-44,1,0.7555176615715027,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-12-45,1,0.5017657279968262,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-12-50,1,0.4972222149372101,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-12-51,1,0.5711461305618286,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-12-52,1,0.38247546553611755,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-13-36,1,0.49396198987960815,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-13-37,1,0.6372925043106079,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-13-38,1,0.6381694078445435,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-13-39,1,0.577269434928894,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-13-40,1,0.5621619820594788,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-13-41,1,0.4074721336364746,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-13-43,1,0.5883798599243164,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-13-44,1,0.7094641923904419,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-13-45,1,0.6379365921020508,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-13-49,1,0.6068667769432068,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-13-50,1,0.9873071312904358,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-13-51,1,0.7979337573051453,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-14-35,1,0.2483757883310318,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-14-36,1,0.49302437901496887,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-14-37,1,0.5947043299674988,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-14-38,1,0.7450940012931824,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-14-39,1,0.41287654638290405,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-14-40,1,0.4079611897468567,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-14-42,1,0.5881960988044739,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-14-43,1,0.7309536337852478,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-14-45,1,0.6251665353775024,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-14-46,1,0.5448361039161682,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-14-49,1,0.44664838910102844,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-14-50,1,0.6523935794830322,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-14-51,1,0.5921802520751953,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-50-15-35,1,0.44272884726524353,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-15-36,1,0.7429323196411133,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-15-37,1,0.721721351146698,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-15-38,1,0.5998682975769043,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-15-39,1,0.2774220407009125,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-15-40,1,0.13859884440898895,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-15-42,1,0.6360624432563782,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-15-43,1,0.812478244304657,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-15-44,1,0.7249525189399719,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-15-45,1,0.6533627510070801,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-15-46,1,0.7495593428611755,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-15-47,1,0.8566208481788635,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-16-33,1,0.3837040364742279,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-16-34,1,0.5647091865539551,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-16-35,1,0.6236611604690552,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-16-36,1,0.5947727560997009,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-16-37,1,0.5000633001327515,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-16-38,1,0.3182029724121094,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-16-43,1,0.5549454689025879,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-16-44,1,0.7002044320106506,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-16-45,1,0.6349543929100037,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-16-46,1,0.7157353758811951,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-16-47,1,0.8509700298309326,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-16-48,1,0.4560531675815582,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-17-33,1,0.35594746470451355,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-17-34,1,0.3555794954299927,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-17-45,1,0.2179020792245865,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-17-46,1,0.2737841308116913,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-17-47,1,0.2974059581756592,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-50-18-33,1,0.3357759118080139,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-18-34,1,0.2748643159866333,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-18-35,1,0.2659788727760315,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-18-36,1,0.2654764950275421,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-18-37,1,0.17296364903450012,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-18-38,1,0.37293756008148193,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-18-39,1,0.36256134510040283,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-18-40,1,0.08408897370100021,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-19-34,1,0.5015267133712769,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-19-35,1,0.42031267285346985,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-19-36,1,0.44645339250564575,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-19-37,1,0.3074670135974884,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-19-38,1,0.2705608904361725,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-19-39,1,0.24059785902500153,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-19-40,1,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-50-20-34,1,0.30654123425483704,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-20-35,1,0.17893852293491364,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-20-36,1,0.15820644795894623,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-20-37,1,0.15116705000400543,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-20-38,1,0.17529794573783875,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-50-21-33,1,0.09216078370809555,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-51-6-42,1,0.49742355942726135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-6-43,1,0.5192518830299377,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-6-44,1,0.4058762490749359,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-37,1,0.39643609523773193,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-7-38,1,0.7065523266792297,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-7-39,1,0.7840149998664856,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-7-40,1,0.7257331609725952,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-7-41,1,0.4891769289970398,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-7-42,1,0.5157083868980408,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-43,1,0.5668113827705383,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-44,1,0.48845958709716797,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-45,1,0.60147625207901,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-46,1,0.7214137315750122,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-47,1,0.5956824421882629,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-7-48,1,0.521615743637085,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-7-49,1,0.33546656370162964,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-8-36,1,0.37546297907829285,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-8-37,1,0.3253915309906006,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-8-38,1,0.501305341720581,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-8-39,1,0.40343332290649414,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-8-40,1,0.3947453200817108,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-8-41,1,0.7235490679740906,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-8-42,1,0.7101796865463257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-8-43,1,0.5813644528388977,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-8-44,1,0.42498016357421875,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-8-45,1,0.5345086455345154,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-8-46,1,0.6307855248451233,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-8-47,1,0.5179089307785034,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-8-49,1,0.43032896518707275,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-8-51,1,0.26729029417037964,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-8-52,1,0.05886510759592056,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-34,1,0.1455274373292923,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-35,1,0.3203677833080292,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-36,1,0.40208449959754944,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-37,1,0.28435415029525757,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-38,1,0.5168713331222534,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-39,1,0.717769980430603,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-40,1,0.43956127762794495,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-9-41,1,0.41701361536979675,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-9-42,1,0.6541175842285156,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S1-51-9-43,1,0.6984755992889404,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-9-44,1,0.7529833316802979,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S1-51-9-47,1,0.4835980236530304,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-48,1,0.5963360071182251,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-49,1,0.6430891156196594,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-50,1,0.5432599782943726,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-51,1,0.3607298731803894,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-52,1,0.16937734186649323,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-9-53,1,0.2634766399860382,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-51-10-35,1,0.38408657908439636,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-10-36,1,0.36676445603370667,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-51-10-37,1,0.4496871531009674,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
