"model_string","model","train_task","train_data","architecture","model_class","model_depth","display_name","description","total_feature_count","total_parameter_count","metric","score","compare_training","compare_architecture","compare_goal_slip","compare_goal_taskonomy_tasks","compare_goal_taskonomy_cluster","compare_goal_expertise","compare_diet_ipcl","compare_goal_selfsupervised","compare_goal_contrastive","compare_diet_imagenetsize"
"BiT-Expert-ResNet-V2-Instrument_bit_expert","BiT-Expert-ResNet-V2-Instrument","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Instrument","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Instrument subset.",35578624,23496256,"crsa",0.352846419702904,NA,NA,NA,NA,NA,"Instrument",NA,NA,NA,NA
"convnext_large_in22k_classification","convnext_large_in22k","classification","imagenet21k","convnext_large","Convolutional",382,"ConvNext-Large-IN21K","ConvNext-Large-IN21K trained on image classification with the ImageNet21K dataset.",137635490,229772881,"crsa",0.353059432157135,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"RN101_clip","RN101","clip","openai400M","ResNet101","Convolutional",387,"CLiP-ResNet101","CLiP-ResNet101, a hybrid vision-language model.",63097344,42519392,"crsa",0.35317309169339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-PIRL_selfsupervised","ResNet50-PIRL","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-PIRL","ResNet50-PIRL, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"crsa",0.354787522151078,NA,NA,NA,NA,NA,NA,NA,"PIRL","Contrastive",NA
"skresnext50_32x4d_classification","skresnext50_32x4d","classification","imagenet","skresnext50_32x4d","Convolutional",497,"SKResNext50-32x4D","SKResNext50-32x4D trained on image classification with the ImageNet dataset.",99238128,27479784,"crsa",0.355387632629078,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Relation_bit_expert","BiT-Expert-ResNet-V2-Relation","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Relation","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Relation subset.",35578624,23496256,"crsa",0.355761982308024,NA,NA,NA,NA,NA,"Relation",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Food_bit_expert","BiT-Expert-ResNet-V2-Food","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Food","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Food subset.",35578624,23496256,"crsa",0.355948333116041,NA,NA,NA,NA,NA,"Food",NA,NA,NA,NA
"yolov5s_yolo","yolov5s","yolo","coco,voc","yolov5s","Convolutional",NA,"YOLO-V5-S","YOLO-V5-S, an object detection model.",NA,NA,"crsa",0.356176820136808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Animal_bit_expert","BiT-Expert-ResNet-V2-Animal","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Animal","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Animal subset.",35578624,23496256,"crsa",0.356768240635451,NA,NA,NA,NA,NA,"Animal",NA,NA,NA,NA
"shufflenet_v2_x1_0_classification","shufflenet_v2_x1_0","classification","imagenet","shufflenet_v2_x1_0","Convolutional",168,"ShuffleNet-V2-x1.0","ShuffleNet-V2-x1.0 trained on image classification with the ImageNet dataset.",6284192,2278604,"crsa",0.357103687443078,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"retinanet_R_50_FPN_3x_detection","retinanet_R_50_FPN_3x","detection","coco2017","retinanet_R_50_FPN_3x","Convolutional",NA,"RetinaNet-ResNet50-FPN","RetinaNet-ResNet50-FPN, trained on detection with the CoCo2017 dataset.",NA,NA,"crsa",0.357217188086672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mobilenet_v2_classification","mobilenet_v2","classification","imagenet","mobilenet_v2","Convolutional",159,"MobileNet-V2","MobileNet-V2 trained on image classification with the ImageNet dataset.",20037616,3504872,"crsa",0.357820482482453,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"dino_resnet50_selfsupervised","dino_resnet50","selfsupervised","imagenet","resnet50","Convolutional",NA,"Dino-ResNet50","Dino-ResNet50 trained via self supervision with the ImageNet dataset.",NA,NA,"crsa",0.358136871302894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dla34_classification","dla34","classification","imagenet","dla34","Convolutional",151,"DLA34","DLA34 trained on image classification with the ImageNet dataset.",17578680,15742104,"crsa",0.358758579261343,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Arthropod_bit_expert","BiT-Expert-ResNet-V2-Arthropod","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Arthropod","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Arthropod subset.",35578624,23496256,"crsa",0.36119397481086,NA,NA,NA,NA,NA,"Arthropod",NA,NA,NA,NA
"resmlp_big_24_224_classification","resmlp_big_24_224","classification","imagenet","resmlp_big_24_224","MLP-Mixer",294,"ResMLP-Big-24","ResMLP-Big-24 trained on image classification with the ImageNet dataset.",305874896,129026152,"crsa",0.361541200186061,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"ResNet50-SimCLR_selfsupervised","ResNet50-SimCLR","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-SimCLR","ResNet50-SimCLR, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"crsa",0.361619689289492,NA,NA,NA,NA,NA,NA,NA,"SimCLR","Contrastive",NA
"RegNet-32Gf-SEER-INFT_seer","RegNet-32Gf-SEER-INFT","seer","random1B","RegNet-32Gf","Convolutional",NA,"RegNet-32Gf-SEER-INFT","RegNet-32Gf trained via large-scale self-supervision on 1 billion images.",NA,NA,"crsa",0.361970473708285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mask_rcnn_R_50_FPN_3x_segmentation","mask_rcnn_R_50_FPN_3x","segmentation","coco2017","mask_rcnn_R_50_FPN_3x","Convolutional",NA,"Mask-RCNN-ResNet50-FPN","Mask-RCNN-ResNet50-FPN, trained on segmentation with the CoCo2017 dataset.",NA,NA,"crsa",0.3633896697386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"xcit_nano_12_p8_224_classification","xcit_nano_12_p8_224","classification","imagenet","xcit_nano_12_p8_224","Transformer",NA,"XCIT-N-12-P8","XCIT-N-12-P8 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.363516807787596,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"poolformer_s36_classification","poolformer_s36","classification","imagenet","poolformer_s36","Transformer",483,"PoolFormer-S36","PoolFormer-S36 trained on image classification with the ImageNet dataset.",78339280,30842792,"crsa",0.3636489765994,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch32_224_in21k_classification","vit_base_patch32_224_in21k","classification","imagenet21k","vit_base_patch32_224","Transformer",225,"ViT-B-P32-IN21K","ViT-B-P32-IN21K trained on image classification with the ImageNet21K dataset.",13497318,104213331,"crsa",0.364406970599356,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"resmlp_12_224_classification","resmlp_12_224","classification","imagenet","resmlp_12_224","MLP-Mixer",150,"ResMLP-12","ResMLP-12 trained on image classification with the ImageNet dataset.",19269584,15322456,"crsa",0.364914539892309,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-BarlowTwins-BS2048_selfsupervised","ResNet50-BarlowTwins-BS2048","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-BarlowTwins-BS2048","ResNet50-BarlowTwins-BS2048, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"crsa",0.36704799817766,NA,NA,NA,NA,NA,NA,NA,"BarlowTwins-BS2048","Contrastive",NA
"resmlp_24_224_classification","resmlp_24_224","classification","imagenet","resmlp_24_224","MLP-Mixer",294,"ResMLP-24","ResMLP-24 trained on image classification with the ImageNet dataset.",38236112,29964616,"crsa",0.368411515940519,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"densenet121_classification","densenet121","classification","imagenet","densenet121","Convolutional",429,"DenseNet121","DenseNet121 trained on image classification with the ImageNet dataset.",41096144,7978856,"crsa",0.368812779436822,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mnasnet1_0_classification","mnasnet1_0","classification","imagenet","mnasnet1_0","Convolutional",158,"MNASNet1.0","MNASNet1.0 trained on image classification with the ImageNet dataset.",16172496,4383312,"crsa",0.368975838905901,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"yolov5m_yolo","yolov5m","yolo","coco,voc","yolov5m","Convolutional",NA,"YOLO-V5-M","YOLO-V5-M, an object detection model.",NA,NA,"crsa",0.370379541308488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"faster_rcnn_R_50_FPN_3x_detection","faster_rcnn_R_50_FPN_3x","detection","coco2017","faster_rcnn_R_50_FPN_3x","Convolutional",NA,"Faster-RCNN-ResNet50-FPN","Faster-RCNN-ResNet50-FPN, trained on detection with the CoCo2017 dataset.",NA,NA,"crsa",0.370387426849006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"regnety_064_classification","regnety_064","classification","imagenet","regnety_064","Convolutional",658,"RegNetY-64","RegNetY-64 trained on image classification with the ImageNet dataset.",103013924,30583252,"crsa",0.372330858512492,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"googlenet_classification","googlenet","classification","imagenet","googlenet","Convolutional",197,"GoogleNet","GoogleNet trained on image classification with the ImageNet dataset.",12335584,6624904,"crsa",0.376684864851218,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"resnet50_classification","resnet50","classification","imagenet","resnet50","Convolutional",175,"ResNet50","ResNet50 trained on image classification with the ImageNet dataset.",37560784,25557032,"crsa",0.378881404661809,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"seresnext50_32x4d_classification","seresnext50_32x4d","classification","imagenet","seresnext50_32x4d","Convolutional",305,"SEResNext50-32x4D","SEResNext50-32x4D trained on image classification with the ImageNet dataset.",58496224,27559896,"crsa",0.383631520019587,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch32_224_classification","vit_base_patch32_224","classification","imagenet","vit_base_patch32_224","Transformer",225,"ViT-B-P32","ViT-B-P32 trained on image classification with the ImageNet dataset.",13455632,88185064,"crsa",0.385180952115794,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"xcit_nano_12_p16_224_classification","xcit_nano_12_p16_224","classification","imagenet","xcit_nano_12_p16_224","Transformer",NA,"XCIT-N-12-P16","XCIT-N-12-P16 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.392453915336771,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"pit_ti_224_classification","pit_ti_224","classification","imagenet","pit_ti_224","Transformer",236,"PiT-T-224","PiT-T-224 trained on image classification with the ImageNet dataset.",11698296,4800552,"crsa",0.394388362950118,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_big_24_224_in22ft1k_classification","resmlp_big_24_224_in22ft1k","classification","imagenet21k","resmlp_big_24_224","MLP-Mixer",294,"ResMLP-Big-24-IN21K","ResMLP-Big-24-IN21K trained on image classification with the ImageNet21K dataset.",305874896,129026152,"crsa",0.394690777150952,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"ghostnet_100_classification","ghostnet_100","classification","imagenet","ghostnet_100","Convolutional",287,"GhostNet100","GhostNet100 trained on image classification with the ImageNet dataset.",13446920,5182508,"crsa",0.398520091000847,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"cspresnet50_classification","cspresnet50","classification","imagenet","cspresnet50","Convolutional",329,"CSP-ResNet50","CSP-ResNet50 trained on image classification with the ImageNet dataset.",51186592,21616168,"crsa",0.399676758956653,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"nf_resnet50_classification","nf_resnet50","classification","imagenet","nf_resnet50","Convolutional",151,"NF-ResNet50","NF-ResNet50 trained on image classification with the ImageNet dataset.",33527712,25530472,"crsa",0.400664952115988,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"eca_nfnet_l0_classification","eca_nfnet_l0","classification","imagenet","eca_nfnet_l0","Convolutional",184,"ECA-NFNeT-L0","ECA-NFNeT-L0 trained on image classification with the ImageNet dataset.",32555168,24111108,"crsa",0.400956167547613,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"gmlp_s16_224_classification","gmlp_s16_224","classification","imagenet","gmlp_s16_224","Convolutional",366,"GMLP-S16","GMLP-S16 trained on image classification with the ImageNet dataset.",49876944,19422656,"crsa",0.402046371536414,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"semnasnet_100_classification","semnasnet_100","classification","imagenet","semnasnet_100","Convolutional",274,"SemNASNet100","SemNASNet100 trained on image classification with the ImageNet dataset.",27843180,3887038,"crsa",0.404970484242164,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mobilenetv3_large_100_classification","mobilenetv3_large_100","classification","imagenet","mobilenetv3_large_100","Convolutional",265,"MobileNet-V3-Large","MobileNet-V3-Large trained on image classification with the ImageNet dataset.",20046944,5483032,"crsa",0.412016541417,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"inception_v3_classification","inception_v3","classification","imagenet","inception_v3","Convolutional",300,"Inception-V3","Inception-V3 trained on image classification with the ImageNet dataset.",15467136,23834568,"crsa",0.416620290720153,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"nfnet_l0_classification","nfnet_l0","classification","imagenet","nfnet_l0","Convolutional",220,"NF-Net-L0","NF-Net-L0 trained on image classification with the ImageNet dataset.",32566496,35041672,"crsa",0.417204964333812,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"hardcorenas_a_classification","hardcorenas_a","classification","imagenet","hardcorenas_a","Convolutional",204,"HardCoreNAS-A","HardCoreNAS-A trained on image classification with the ImageNet dataset.",19698736,5260232,"crsa",0.421924612226752,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"efficientnet_b1_classification","efficientnet_b1","classification","imagenet","efficientnet_b1","Convolutional",435,"EfficientNet-B1","EfficientNet-B1 trained on image classification with the ImageNet dataset.",42450128,7794184,"crsa",0.422370289084752,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"levit_128_classification","levit_128","classification","imagenet","levit_128","Transformer",NA,"LeViT128","LeViT128 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.424757505187661,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"efficientnet_b3_classification","efficientnet_b3","classification","imagenet","efficientnet_b3","Convolutional",492,"EfficientNet-B3","EfficientNet-B3 trained on image classification with the ImageNet dataset.",59058840,12233232,"crsa",0.430582847816565,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"hardcorenas_f_classification","hardcorenas_f","classification","imagenet","hardcorenas_f","Convolutional",326,"HardCoreNAS-F","HardCoreNAS-F trained on image classification with the ImageNet dataset.",25099520,8199688,"crsa",0.435452821789894,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"keypoints2d_taskonomy","keypoints2d","taskonomy","taskonomy","resnet50","Convolutional",179,"2D Keypoints","Keypoint estimation from RGB-only (texture features).",37564576,23655504,"srpr",0.0822385025646629,NA,NA,NA,"keypoints2d","2D",NA,NA,NA,NA,NA
"mobilenetv3_large_100_random","mobilenetv3_large_100","random",NA,"mobilenetv3_large_100","Convolutional",265,"MobileNet-V3-Large","MobileNet-V3-Large randomly initialized, with no training.",20046944,5483032,"srpr",0.0848256682166093,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_texture_taskonomy","edge_texture","taskonomy","taskonomy","resnet50","Convolutional",179,"Texture Edges","Edges computed from RGB only (texture edges).",37564576,23655504,"srpr",0.0927670819148608,NA,NA,NA,"edge_texture","2D",NA,NA,NA,NA,NA
"resnet101_random","resnet101","random",NA,"resnet101","Convolutional",345,"ResNet101","ResNet101 randomly initialized, with no training.",56326608,44549160,"srpr",0.0938390012623139,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"resnet152_random","resnet152","random",NA,"resnet152","Convolutional",515,"ResNet152","ResNet152 randomly initialized, with no training.",79507920,60192808,"srpr",0.0947038697059117,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"efficientnet_b1_random","efficientnet_b1","random",NA,"efficientnet_b1","Convolutional",435,"EfficientNet-B1","EfficientNet-B1 randomly initialized, with no training.",42450128,7794184,"srpr",0.0958303017335094,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"convmixer_768_32_random","convmixer_768_32","random",NA,"convmixer_768_32","Hybrid",232,"ConvMixer-768-32","ConvMixer-768-32 randomly initialized, with no training.",178524368,21110248,"srpr",0.0985707332488358,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"regnetx_064_random","regnetx_064","random",NA,"regnetx_064","Convolutional",373,"RegNetX-64","RegNetX-64 randomly initialized, with no training.",101428288,26209256,"srpr",0.0991604562795823,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_tiny_patch16_224_random","vit_tiny_patch16_224","random",NA,"vit_tiny_patch16_224","Transformer",225,"ViT-T-P16","ViT-T-P16 randomly initialized, with no training.",14296916,5679400,"srpr",0.0996664784980888,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eca_nfnet_l0_random","eca_nfnet_l0","random",NA,"eca_nfnet_l0","Convolutional",184,"ECA-NFNeT-L0","ECA-NFNeT-L0 randomly initialized, with no training.",32555168,24111108,"srpr",0.100995640535449,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gmixer_24_224_random","gmixer_24_224","random",NA,"gmixer_24_224","Convolutional",414,"GMixer-24","GMixer-24 randomly initialized, with no training.",41701328,24721096,"srpr",0.101264658234565,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"levit_128_random","levit_128","random",NA,"levit_128","Transformer",NA,"LeViT128","LeViT128 randomly initialized, with no training.",NA,NA,"srpr",0.102730201145494,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dla34_random","dla34","random",NA,"dla34","Convolutional",151,"DLA34","DLA34 randomly initialized, with no training.",17578680,15742104,"srpr",0.10298617037524,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coat_lite_tiny_random","coat_lite_tiny","random",NA,"coat_lite_tiny","Transformer",279,"CoaT-Lite-Tiny","CoaT-Lite-Tiny randomly initialized, with no training.",36283152,5878632,"srpr",0.10387784685101,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"semnasnet_100_random","semnasnet_100","random",NA,"semnasnet_100","Convolutional",274,"SemNASNet100","SemNASNet100 randomly initialized, with no training.",27843180,3887038,"srpr",0.104537497626909,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nfnet_l0_random","nfnet_l0","random",NA,"nfnet_l0","Convolutional",220,"NF-Net-L0","NF-Net-L0 randomly initialized, with no training.",32566496,35041672,"srpr",0.104630060689466,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"poolformer_s36_random","poolformer_s36","random",NA,"poolformer_s36","Transformer",483,"PoolFormer-S36","PoolFormer-S36 randomly initialized, with no training.",78339280,30842792,"srpr",0.105040128502295,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"shufflenet_v2_x1_0_random","shufflenet_v2_x1_0","random",NA,"shufflenet_v2_x1_0","Convolutional",168,"ShuffleNet-V2-x1.0","ShuffleNet-V2-x1.0 randomly initialized, with no training.",6284192,2278604,"srpr",0.105365050467407,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"efficientnet_b3_random","efficientnet_b3","random",NA,"efficientnet_b3","Convolutional",492,"EfficientNet-B3","EfficientNet-B3 randomly initialized, with no training.",59058840,12233232,"srpr",0.105832601875438,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"convnext_large_random","convnext_large","random",NA,"convnext_large","Convolutional",382,"ConvNext-L","ConvNext-L randomly initialized, with no training.",137593808,197740264,"srpr",0.106521438608765,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pit_ti_224_random","pit_ti_224","random",NA,"pit_ti_224","Transformer",236,"PiT-T-224","PiT-T-224 randomly initialized, with no training.",11698296,4800552,"srpr",0.106637579142484,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch32_224_random","vit_small_patch32_224","random",NA,"vit_small_patch32_224","Transformer",225,"ViT-S-P32","ViT-S-P32 randomly initialized, with no training.",6728816,22859368,"srpr",0.107216070586909,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"tnt_s_patch16_224_random","tnt_s_patch16_224","random",NA,"tnt_s_patch16_224","Transformer",NA,"TnT-P16-224","TnT-P16-224 randomly initialized, with no training.",NA,NA,"srpr",0.107216090900975,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"convnext_base_random","convnext_base","random",NA,"convnext_base","Convolutional",382,"ConvNext-B","ConvNext-B randomly initialized, with no training.",91729872,88573416,"srpr",0.107324860136,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hardcorenas_f_random","hardcorenas_f","random",NA,"hardcorenas_f","Convolutional",326,"HardCoreNAS-F","HardCoreNAS-F randomly initialized, with no training.",25099520,8199688,"srpr",0.107505811852832,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"crossvit_base_240_random","crossvit_base_240","random",NA,"crossvit_base_240","Transformer",383,"CrossViT-B","CrossViT-B randomly initialized, with no training.",80095620,104718800,"srpr",0.107966426832408,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_36_224_random","resmlp_36_224","random",NA,"resmlp_36_224","MLP-Mixer",438,"ResMLP-36","ResMLP-36 randomly initialized, with no training.",57202640,44606776,"srpr",0.108633639033717,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"convit_tiny_random","convit_tiny","random",NA,"convit_tiny","Hybrid",219,"ConViT-T","ConViT-T randomly initialized, with no training.",15325272,5672648,"srpr",0.109607079756286,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_24_224_random","resmlp_24_224","random",NA,"resmlp_24_224","MLP-Mixer",294,"ResMLP-24","ResMLP-24 randomly initialized, with no training.",38236112,29964616,"srpr",0.110383947389642,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_big_24_224_random","resmlp_big_24_224","random",NA,"resmlp_big_24_224","MLP-Mixer",294,"ResMLP-Big-24","ResMLP-Big-24 randomly initialized, with no training.",305874896,129026152,"srpr",0.110733449761379,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_12_224_random","resmlp_12_224","random",NA,"resmlp_12_224","MLP-Mixer",150,"ResMLP-12","ResMLP-12 randomly initialized, with no training.",19269584,15322456,"srpr",0.11143616818082,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pit_b_224_random","pit_b_224","random",NA,"pit_b_224","Transformer",254,"PiT-B-224","PiT-B-224 randomly initialized, with no training.",66195824,73518568,"srpr",0.112280512955341,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"swin_tiny_patch4_window7_224_random","swin_tiny_patch4_window7_224","random",NA,"swin_tiny_patch4_window7_224","Transformer",NA,"Swin-T-P4-W7","Swin-T-P4-W7 randomly initialized, with no training.",NA,NA,"srpr",0.11309622273521,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"resnet50_random","resnet50","random",NA,"resnet50","Convolutional",175,"ResNet50","ResNet50 randomly initialized, with no training.",37560784,25557032,"srpr",0.113297449723881,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch16_224_random","vit_small_patch16_224","random",NA,"vit_small_patch16_224","Transformer",225,"ViT-S-P16","ViT-S-P16 randomly initialized, with no training.",28591832,21974632,"srpr",0.113451892005766,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"denoising_taskonomy","denoising","taskonomy","taskonomy","resnet50","Convolutional",179,"Denoising","Uncorrupted version of corrupted image.",37564576,23655504,"srpr",0.113552646320002,NA,NA,NA,"denoising","Other",NA,NA,NA,NA,NA
"xcit_nano_12_p16_224_random","xcit_nano_12_p16_224","random",NA,"xcit_nano_12_p16_224","Transformer",NA,"XCIT-N-12-P16","XCIT-N-12-P16 randomly initialized, with no training.",NA,NA,"srpr",0.113774196749373,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gmlp_s16_224_random","gmlp_s16_224","random",NA,"gmlp_s16_224","Convolutional",366,"GMLP-S16","GMLP-S16 randomly initialized, with no training.",49876944,19422656,"srpr",0.114901440836531,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mobilenet_v2_random","mobilenet_v2","random",NA,"mobilenet_v2","Convolutional",159,"MobileNet-V2","MobileNet-V2 randomly initialized, with no training.",20037616,3504872,"srpr",0.115885343327472,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"deit_base_patch16_224_random","deit_base_patch16_224","random",NA,"deit_base_patch16_224","Transformer",225,"DeiT-B-P16-224","DeiT-B-P16-224 randomly initialized, with no training.",57181664,86415592,"srpr",0.116702726170541,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"seresnext50_32x4d_random","seresnext50_32x4d","random",NA,"seresnext50_32x4d","Convolutional",305,"SEResNext50-32x4D","SEResNext50-32x4D randomly initialized, with no training.",58496224,27559896,"srpr",0.116951460198959,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch16_224_random","vit_base_patch16_224","random",NA,"vit_base_patch16_224","Transformer",225,"ViT-B-P16","ViT-B-P16 randomly initialized, with no training.",57181664,86415592,"srpr",0.117039347407638,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ghostnet_100_random","ghostnet_100","random",NA,"ghostnet_100","Convolutional",287,"GhostNet100","GhostNet100 randomly initialized, with no training.",13446920,5182508,"srpr",0.117327890152526,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch32_224_random","vit_base_patch32_224","random",NA,"vit_base_patch32_224","Transformer",225,"ViT-B-P32","ViT-B-P32 randomly initialized, with no training.",13455632,88185064,"srpr",0.117364986404434,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mnasnet1_0_random","mnasnet1_0","random",NA,"mnasnet1_0","Convolutional",158,"MNASNet1.0","MNASNet1.0 randomly initialized, with no training.",16172496,4383312,"srpr",0.11747339395323,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mixer_l16_224_random","mixer_l16_224","random",NA,"mixer_l16_224","MLP-Mixer",414,"MLP-Mixer-L16","MLP-Mixer-L16 randomly initialized, with no training.",149342160,208196168,"srpr",0.118656587062421,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mixer_b16_224_random","mixer_b16_224","random",NA,"mixer_b16_224","MLP-Mixer",210,"MLP-Mixer-B16","MLP-Mixer-B16 randomly initialized, with no training.",52766672,59880472,"srpr",0.119617770830774,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"convit_base_random","convit_base","random",NA,"convit_base","Hybrid",219,"ConViT-B","ConViT-B randomly initialized, with no training.",61295088,86388584,"srpr",0.119666048154626,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hardcorenas_a_random","hardcorenas_a","random",NA,"hardcorenas_a","Convolutional",204,"HardCoreNAS-A","HardCoreNAS-A randomly initialized, with no training.",19698736,5260232,"srpr",0.120287346099315,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
